[info ] InitLogOutput:00269                    WBDI Build Jul 13 2024 15:04:55, LogTarget 31, LogLevel 9, LogPath C:\ProgramData\Goodix\WBDI.log
[debug] ChipRegWrite:00816                     ChipRegWrite enter
[debug] ChipRegWrite:00822                     to write reg, current fdt down mode 0
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x8-0-0x5-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x80 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-3
[trace] get_msg_data:04327                     get ack for cmd: 0x80
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[debug] ChicagoHUsetDac:00387                  wrote down dac 0xb98, dac1 0xbc,dac2 0xb9, dac3 0xb9
[debug] set_state:00679                        to set state from 3 to 1
[info ] init_FPSensor:01175                    success to get OTP data, download config return 1
[info ] init_FPSensor:01183                    Success to get OTP and set config data 1 in 1 try
[info ] init_FPSensor:01201                    after check sensor, set_config_data=1, before set power down scan frequency
[info ] init_FPSensor:01292                    exit return 1, inited 1
[debug] set_state:00679                        to set state from 1 to 3
[debug] device_action:02814                    besdenable:1
[debug] set_state:00679                        to set state from 3 to 1
[info ] _DeviceInit:00659                      device init success
[info ] _DeviceInit:00683                      FDT_Init_ecall, sgx status: 0x0, sensortype: 12, fdt_delta:33, tcode:224
[info ] InitThread:01023                       Init Device Success
[info ] InitThread:01047                       open identify retry.
[info ] InitThread:01056                       deinit_buffer_ecall, sgx status: 0x0
[info ] InitThread:01058                       device_disable_ecall, sgx status: 0x0
[debug] init_buffer_ecall:00357                seal len 3200:3272
[info ] init_buffer_ecall:00368                sensortype 12, len 10240, nav_len 3200, pov retry 1, max retry cnt 3
[info ] InitThread:01060                       init_buffer_ecall, sgx status: 0x0, retval: 0, len:10240, nav_len:3200
[info ] InitThread:01068                       mark tls handshake flag to false
[info ] _TlsInitAndHandShake:00700             ---- enter
[debug] _TlsInitAndHandShake:00747             CONFIG DATA: time_wait_for_tls 1100, time_wait_for_pov 1200
[info ] _TlsInitAndHandShake:00774             tls init...
[info ] TLSServerInit:00524                    to call tls_server_init_ecall with log level 0
[info ] tls_server_init_ecall:00796            init to const pmk, tls log level 0
[debug] tls_get_pmk:00366                      =>
[debug] tlsapp_get_psk_data_cache:00124        CONFIG DATA: psk_cache_switch 1
[debug] tlsapp_get_psk_data_cache:00161        Open cache file :C:\ProgramData\Goodix\Goodix_Cache.bin OK, will read data from it.
[info ] tlsapp_get_psk_data_cache:00223        Read 1445 bytes.
[debug] tlsapp_get_psk_data_cache:00238        <= exit with ret:0.
[info ] tls_get_pmk:00403                      tlsapp_get_me_info_cache_ocall sgx_ret:0, ret 0, data len 1445
[info ] tls_unseal_twice_enclave:00267         => tls_unseal_twice_enclave
[info ] tls_unseal_enclave:00175               => TLS_Unseal_enclave
[info ] tls_unseal_enclave:00215               sgx unseal, 0x0, 1445:885
[info ] tls_unseal_enclave:00241               <= TLS_Unseal_enclave with ret:0x0.
[info ] tls_unseal_enclave:00175               => TLS_Unseal_enclave
[info ] tls_unseal_enclave:00215               sgx unseal, 0x0, 885:325
[info ] tls_unseal_enclave:00241               <= TLS_Unseal_enclave with ret:0x0.
[info ] tls_unseal_twice_enclave:00325         <= tls_unseal_twice_enclave with ret:0.
[info ] tls_get_pmk:00412                      tls_unseal_twice_enclave ret:0
[debug] tls_get_pmk:00493                      Enclave decrypted PMK data type:13, len:48.
[info ] tls_get_pmk:00527                      <= with ret:0.
[info ] tls_server_init_ecall:00806            get pmk success len 48
[debug] goodix_keep_sgx_aes_key:00098          sec seal 0x0 48:112
[info ] tlslib_server_init:00387               =>
[info ] tlslib_server_exit:00519               =>
[info ] tlslib_server_exit:00534               <=
[info ] tlslib_server_init:00489               <= [Successfully] ret:0
[info ] tls_server_init_ecall:00845            <= pmk_ret 0 tls_init_ret 0 exit with ret:0.
[info ] TLSServerInit:00543                    TLS Init Success
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x0-0-0x4-0(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] SpiSendDataToDevice:02146              !!not to wait for ack
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0xd-0-0x2-0(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] SpiSendDataToDevice:02146              !!not to wait for ack
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0xd0 0x1
[debug] SpiSendDataToDevice:02208              exit
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-1
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[trace] get_msg_data:04327                     get ack for cmd: 0xd0
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[info ] _TlsInitAndHandShake:00822             tls init...done within 141ms, system slow index 2, time for checking tls-hand-shake 1100ms, time_tls_handshake:2200
[debug] get_msg_data:04426                     --- tls connection ack: 1
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 11, len: 52, checksum: 228 and first 5 bytes: 0x16 0x3 0x3 0x0 0x2f
[debug] MilanEvtInterruptWorkItem:05143        enter
[debug] DataFromTLS:05009                      enter
[debug] DataFromTLS:05057                      ---- pack len: 52
[info ] tls_read_ecall:00879                   enter => tls_read_ecall
[info ] RecvTLSPackage:04929                   bytes to read: 5, bytes left: 52
[info ] RecvTLSPackage:04944                   bytes read: 5, bytes left: 47
[info ] tls_callback_recv:00693                [tls_callback_recv recv 5 bytes data.]
[info ] RecvTLSPackage:04929                   bytes to read: 47, bytes left: 47
[info ] RecvTLSPackage:04944                   bytes read: 47, bytes left: 0
[info ] tls_callback_recv:00693                [tls_callback_recv recv 47 bytes data.]
[debug] SendTLSPackage:04876                   --- send len: 86
[debug] SendTLSPackage:04877                   TLS send data::0x16030300510200004d030395705a9936579d16cac3189da6fcdb9ce3e7c34461fabad74344f603f1313a0e2073926e5ab078259929f9263365c0cbf83b61e4ecaaa3fac3033f842ac9f8bc5000a8000005ff01000100
[debug] SendTLSPackage:04918                   exit len=86
[info ] tls_callback_send:00722                tls_callback_send send 86 bytes data.
[debug] SendTLSPackage:04876                   --- send len: 9
[debug] SendTLSPackage:04877                   TLS send data::0x16030300040e000000
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 11, len: 26, checksum: 202 and first 5 bytes: 0x16 0x3 0x3 0x0 0x15
[debug] MilanEvtInterruptWorkItem:05143        enter
[debug] DataFromTLS:05009                      enter
[debug] SendTLSPackage:04918                   exit len=9
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 11, len: 6, checksum: 182 and first 5 bytes: 0x14 0x3 0x3 0x0 0x1
[info ] tls_callback_send:00722                tls_callback_send send 9 bytes data.
[debug] MilanEvtInterruptWorkItem:05143        enter
[info ] RecvTLSPackage:04929                   bytes to read: 5, bytes left: 0
[debug] DataFromTLS:05009                      enter
[info ] RecvTLSPackage:04944                   bytes read: 0, bytes left: 0
[info ] tls_callback_recv:00693                [tls_callback_recv recv 0 bytes data.]
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 11, len: 45, checksum: 221 and first 5 bytes: 0x16 0x3 0x3 0x0 0x28
[error] tlslib_read:00588                      tlslib_read error ret(abs): 0x7280, meaning:S.
[debug] MilanEvtInterruptWorkItem:05143        enter
[debug] tlsapp_set_tls_state_ocall:00508       input parameter state:8.
[debug] DataFromTLS:05009                      enter
[debug] tlsapp_set_tls_state_ocall:00515       TLS now IN handshake state:8.
[info ] tlslib_read:00581                      <= tlslib_read exit with ret:-29312 tls server state:8.
[info ] tls_read_ecall:00900                   exit <= TLS_Read_ecall exit with ret:-29312, [Server State : 8].
[info ] DataFromTLS:05076                      TLS_Read_ecall end, sgx status:0x0, retval:-29312, g_onekeyImageHasSet:0, pack len:52, pack type = 0xb
[debug] DataFromTLS:05113                      --- TLS_read_enclave end retval = -29312
[debug] DataFromTLS:05057                      ---- pack len: 26
[info ] tls_read_ecall:00879                   enter => tls_read_ecall
[info ] RecvTLSPackage:04929                   bytes to read: 5, bytes left: 26
[info ] RecvTLSPackage:04944                   bytes read: 5, bytes left: 21
[info ] tls_callback_recv:00693                [tls_callback_recv recv 5 bytes data.]
[info ] RecvTLSPackage:04929                   bytes to read: 21, bytes left: 21
[info ] RecvTLSPackage:04944                   bytes read: 21, bytes left: 0
[info ] tls_callback_recv:00693                [tls_callback_recv recv 21 bytes data.]
[info ] RecvTLSPackage:04929                   bytes to read: 5, bytes left: 0
[info ] RecvTLSPackage:04944                   bytes read: 0, bytes left: 0
[info ] tls_callback_recv:00693                [tls_callback_recv recv 0 bytes data.]
[error] tlslib_read:00588                      tlslib_read error ret(abs): 0x7280, meaning:S.
[debug] tlsapp_set_tls_state_ocall:00508       input parameter state:10.
[debug] tlsapp_set_tls_state_ocall:00515       TLS now IN handshake state:10.
[info ] tlslib_read:00581                      <= tlslib_read exit with ret:-29312 tls server state:10.
[info ] tls_read_ecall:00900                   exit <= TLS_Read_ecall exit with ret:-29312, [Server State : 10].
[info ] DataFromTLS:05076                      TLS_Read_ecall end, sgx status:0x0, retval:-29312, g_onekeyImageHasSet:0, pack len:26, pack type = 0xb
[debug] DataFromTLS:05113                      --- TLS_read_enclave end retval = -29312
[debug] DataFromTLS:05057                      ---- pack len: 6
[info ] tls_read_ecall:00879                   enter => tls_read_ecall
[info ] RecvTLSPackage:04929                   bytes to read: 5, bytes left: 6
[info ] RecvTLSPackage:04944                   bytes read: 5, bytes left: 1
[info ] tls_callback_recv:00693                [tls_callback_recv recv 5 bytes data.]
[info ] RecvTLSPackage:04929                   bytes to read: 1, bytes left: 1
[info ] RecvTLSPackage:04944                   bytes read: 1, bytes left: 0
[info ] tls_callback_recv:00693                [tls_callback_recv recv 1 bytes data.]
[info ] RecvTLSPackage:04929                   bytes to read: 5, bytes left: 0
[info ] RecvTLSPackage:04944                   bytes read: 0, bytes left: 0
[info ] tls_callback_recv:00693                [tls_callback_recv recv 0 bytes data.]
[error] tlslib_read:00588                      tlslib_read error ret(abs): 0x7280, meaning:S.
[debug] tlsapp_set_tls_state_ocall:00508       input parameter state:11.
[debug] tlsapp_set_tls_state_ocall:00515       TLS now IN handshake state:11.
[info ] tlslib_read:00581                      <= tlslib_read exit with ret:-29312 tls server state:11.
[info ] tls_read_ecall:00900                   exit <= TLS_Read_ecall exit with ret:-29312, [Server State : 11].
[info ] DataFromTLS:05076                      TLS_Read_ecall end, sgx status:0x0, retval:-29312, g_onekeyImageHasSet:0, pack len:6, pack type = 0xb
[debug] DataFromTLS:05113                      --- TLS_read_enclave end retval = -29312
[debug] DataFromTLS:05057                      ---- pack len: 45
[info ] tls_read_ecall:00879                   enter => tls_read_ecall
[info ] RecvTLSPackage:04929                   bytes to read: 5, bytes left: 45
[info ] RecvTLSPackage:04944                   bytes read: 5, bytes left: 40
[info ] tls_callback_recv:00693                [tls_callback_recv recv 5 bytes data.]
[info ] RecvTLSPackage:04929                   bytes to read: 40, bytes left: 40
[info ] RecvTLSPackage:04944                   bytes read: 40, bytes left: 0
[info ] tls_callback_recv:00693                [tls_callback_recv recv 40 bytes data.]
[debug] SendTLSPackage:04876                   --- send len: 6
[debug] SendTLSPackage:04877                   TLS send data::0x140303000101
[debug] _TlsInitAndHandShake:00831             tls handshake already started
[info ] _TlsInitAndHandShake:00851             TLS Handshake Started, waif for TLS handshake done(2200-100)...
[debug] SendTLSPackage:04918                   exit len=6
[info ] tls_callback_send:00722                tls_callback_send send 6 bytes data.
[debug] SendTLSPackage:04876                   --- send len: 45
[debug] SendTLSPackage:04877                   TLS send data::0x16030300280000000000000000cf50311affa335d2720551a1f082be29095a6b46dfefe2398ad98db0ced14ebe
[debug] SendTLSPackage:04918                   exit len=45
[info ] tls_callback_send:00722                tls_callback_send send 45 bytes data.
[info ] RecvTLSPackage:04929                   bytes to read: 5, bytes left: 0
[info ] RecvTLSPackage:04944                   bytes read: 0, bytes left: 0
[info ] tls_callback_recv:00693                [tls_callback_recv recv 0 bytes data.]
[debug] tlsapp_set_tls_state_ocall:00508       input parameter state:16.
[debug] tlsapp_set_tls_state_ocall:00515       TLS now IN handshake state:16.
[info ] tlslib_read:00575                      TLS handshake over successfully.
[info ] tlsapp_trig_tlsconnected_ocall:00666   !!TLS connection ready
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0xd-2-0x2-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[info ] tlslib_read:00581                      <= tlslib_read exit with ret:0 tls server state:16.
[info ] tls_read_ecall:00900                   exit <= TLS_Read_ecall exit with ret:0, [Server State : 16].
[info ] DataFromTLS:05076                      TLS_Read_ecall end, sgx status:0x0, retval:0, g_onekeyImageHasSet:0, pack len:45, pack type = 0xb
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0xd4 0x1
[debug] DataFromTLS:05113                      --- TLS_read_enclave end retval = 0
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-1
[debug] DataFromTLS:05129                      exit
[debug] DataFromTLS:05129                      exit
[debug] DataFromTLS:05129                      exit
[debug] DataFromTLS:05129                      exit
[trace] get_msg_data:04327                     get ack for cmd: 0xd4
[debug] MilanEvtInterruptWorkItem:05155        exit
[debug] MilanEvtInterruptWorkItem:05155        exit
[debug] MilanEvtInterruptWorkItem:05155        exit
[debug] MilanEvtInterruptWorkItem:05155        exit
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[info ] _TlsInitAndHandShake:00877             tls handshake done (server side), 625ms(since start of tls init)
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0xa-7-0x1-0(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] SpiSendDataToDevice:02146              !!not to wait for ack
[debug] SpiSendDataToDevice:02208              exit
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0xae 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-1
[trace] get_msg_data:04327                     get ack for cmd: 0xae
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 20, checksum: 180 and first 5 bytes: 0xae 0x11 0x0 0x2 0x2
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xa-0x7-0x0-0x11-1
[debug] data_from_device:03705                 --- cmd: other
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[info ] GetMcuState:02614                      hc hrc status 0
[debug] PrintMcuState:02558                    mcu state::0x02023000000800003001000000000000510705
[info ] _TlsInitAndHandShake:00898             mcu state: version:2, isImageValid:0, isTlsConnected:1, isLocked:0
[notice] _TlsInitAndHandShake:00912             tls connected success confirmed
[info ] _TlsInitAndHandShake:00938             tls handshake done (client/mcu side)
[info ] _TlsInitAndHandShake:00961             exit, ret 1, bResetMCU 0, tls inited 1
[info ] InitThread:01100                       TLS Handshake Success
[info ] InitThread:01151                       Init: update all base...
[debug] get_basesize_ecall:00529               seal len 3200:3272, 10240:10312
[info ] device_check_imagebase_exist:05301     get_basesize_ecall, sgx status: 0x0, nav_buff_size: 3272, imagebase_size:10312
[info ] device_check_imagebase_exist:05318     read 13664-13664 bytes from base file
[info ] device_check_imagebase_exist:05327     check crc :Crchost:0x6efe5010----crcchip:0x6efe5010
[debug] goodix_sgx_aes_unseal:00187            way 1, passed len 3272:3200
[debug] goodix_sgx_aes_unseal:00197            unseal done
[debug] goodix_sgx_aes_unseal:00213            unseal len 3272:3200
[debug] goodix_sgx_aes_unseal:00187            way 1, passed len 10312:10240
[debug] goodix_sgx_aes_unseal:00197            unseal done
[debug] goodix_sgx_aes_unseal:00213            unseal len 10312:10240
[debug] device_check_imagebase_exist_ecall:00599 goodix unseal 0x0 3272:3200, 0x0 10312:10240
[info ] device_check_imagebase_exist:05360     device_check_imagebase_exist_ecall, sgx status: 0x0
[info ] device_check_imagebase_exist:05386     imagebase exist: 1
[debug] device_check_imagebase_exist:05392     update all base start
[info ] gf_update_all_base:05587               enter
[info ] gf_update_all_base:05604               to get fdt base 0
[debug] gf_get_fdtbase:05483                   start
[info ] ChicagoHUSetMode:00432                 enter, Mode 3, Type 3, base_type 1
[info ] ChicagoHUSetMode:00460                 current fdt down mode 0
[info ] ChicagoHUSetMode:00501                 setmode: Fdt manual
[debug] ChicagoHUSetMode:00526                 switch to FDT mode 3(1Down2Up3Manual)
[debug] ChicagoHUSetMode:00527                 base data sent::0xb5b5c9c9aaaababaa9a9baba
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x3-3-0xe-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x36 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-1
[trace] get_msg_data:04327                     get ack for cmd: 0x36
[trace] get_msg_data:04350                     get ack for set fdt manual, current fdt dowm mode:0
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 20, checksum: 180 and first 5 bytes: 0x36 0x11 0x0 0x0 0x1
[debug] SpiSendDataToDevice:02208              exit
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0x3-0x3-0x0-0x11-1
[debug] data_from_device:03660                 --- cmd: fdt
[debug] chicagoHUget_fdtdata:00638             ChicagoIrqStatus:0x100
[info ] chicagoHUget_fdtdata:00688             IRQ for fdt-manual, get fdt-up base, current mode is fdt-manual, touchflag 0x0
[info ] chicagoHUget_fdtdata:00692             clear_buffer_ecall, sgx status: 0x0
[debug] chicagoHUget_fdtdata:00695             received fdt base::0x6c0192015401740151017401
[info ] chicagoHUget_fdtdata:00708             get fdt-down base, current mode is fdt-manual
[debug] gfCheckFDTBase:00756                   fdt base:0x6c0192015401740151017401
[debug] gfFDTDownbase:00789                    fdt_downbase[0]:0xb680
[debug] gfFDTDownbase:00789                    fdt_downbase[1]:0xc980
[debug] gfFDTDownbase:00789                    fdt_downbase[2]:0xaa80
[debug] gfFDTDownbase:00789                    fdt_downbase[3]:0xba80
[debug] gfFDTDownbase:00789                    fdt_downbase[4]:0xa880
[debug] gfFDTDownbase:00789                    fdt_downbase[5]:0xba80
[debug] device_data_analyze:01928              GF_FDT_MANUAL start
[debug] device_data_analyze:01933              signal HANDLE_MANU
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[debug] gf_get_fdtbase:05498                   success
[info ] gf_update_all_base:05613               gf_get_navbase
[debug] gf_get_navbase:05462                   get 12(3MilanL12MilanHu) nav data
[info ] ChicagoHUSetMode:00432                 enter, Mode 5, Type 0, base_type 0
[info ] ChicagoHUSetMode:00460                 current fdt down mode 0
[info ] ChicagoHUSetMode:00582                 setmode: nav
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x5-0-0x2-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x50 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-1
[trace] get_msg_data:04327                     get ack for cmd: 0x50
[trace] get_msg_data:04358                     get ack for set nav, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 3313, checksum: 157 and first 5 bytes: 0x50 0xee 0xc 0xa6 0xb0
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0x5-0x0-0x0-0xcee-1
[debug] data_from_device:03679                 --- recv nav data......length:3310
[debug] data_from_device:03682                 data_from_device Len = 3304
[debug] ChicagoHUDataRegroup:00062             Regroup pixels:2200
[debug] data_from_device:03690                 data_from_device get_navdata ren = 1
[debug] data_from_device:03695                 NAV crc check ok
[debug] device_data_analyze:01902              got data for GF_NAV_MODE
[info ] device_data_analyze:01905              is_buffer_empty_ecall, sgx status: 0x0, ret: 0
[info ] device_data_analyze:01917              get_navbase_buffer_ecall, sgx status: 0x0
[info ] device_data_analyze:01920              clear_buffer_ecall, sgx status: 0x0
[debug] device_data_analyze:01923              signal HANDLE_NAV
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[info ] gf_update_all_base:05622               to get fdt base 1
[debug] gf_get_fdtbase:05483                   start
[info ] ChicagoHUSetMode:00432                 enter, Mode 3, Type 3, base_type 1
[info ] ChicagoHUSetMode:00460                 current fdt down mode 0
[info ] ChicagoHUSetMode:00501                 setmode: Fdt manual
[debug] ChicagoHUSetMode:00526                 switch to FDT mode 3(1Down2Up3Manual)
[debug] ChicagoHUSetMode:00527                 base data sent::0x80b680c980aa80ba80a880ba
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x3-3-0xe-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x36 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-1
[trace] get_msg_data:04327                     get ack for cmd: 0x36
[trace] get_msg_data:04350                     get ack for set fdt manual, current fdt dowm mode:0
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 20, checksum: 180 and first 5 bytes: 0x36 0x11 0x0 0x0 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0x3-0x3-0x0-0x11-1
[debug] SpiSendDataToDevice:02208              exit
[debug] data_from_device:03660                 --- cmd: fdt
[debug] chicagoHUget_fdtdata:00638             ChicagoIrqStatus:0x100
[info ] chicagoHUget_fdtdata:00688             IRQ for fdt-manual, get fdt-up base, current mode is fdt-manual, touchflag 0x0
[info ] chicagoHUget_fdtdata:00692             clear_buffer_ecall, sgx status: 0x0
[debug] chicagoHUget_fdtdata:00695             received fdt base::0x6a0190015301740151017401
[info ] chicagoHUget_fdtdata:00708             get fdt-down base, current mode is fdt-manual
[debug] gfCheckFDTBase:00756                   fdt base:0x6a0190015301740151017401
[debug] gfFDTDownbase:00789                    fdt_downbase[0]:0xb580
[debug] gfFDTDownbase:00789                    fdt_downbase[1]:0xc880
[debug] gfFDTDownbase:00789                    fdt_downbase[2]:0xa980
[debug] gfFDTDownbase:00789                    fdt_downbase[3]:0xba80
[debug] gfFDTDownbase:00789                    fdt_downbase[4]:0xa880
[debug] gfFDTDownbase:00789                    fdt_downbase[5]:0xba80
[debug] device_data_analyze:01928              GF_FDT_MANUAL start
[debug] device_data_analyze:01933              signal HANDLE_MANU
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[debug] gf_get_fdtbase:05498                   success
[debug] ChipRegRead:00780                      to read reg, current fdt down mode 0
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x8-1-0x5-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x82 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-1
[trace] get_msg_data:04327                     get ack for cmd: 0x82
[trace] get_msg_data:04370                     get ack for read register, current fdt dowm mode:0
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0x82 0x3 0x0 0x80 0x21
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0x8-0x1-0x0-0x3-1
[debug] data_from_device:03668                 --- cmd: regrw
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[info ] ChipRegRead:00805                      evk version: GF_ST411SEC_APP_14115
[info ] gf_update_all_base:05642               fdt_delta 0x21
[info ] gf_update_all_base:05667               to get frame
[info ] gf_get_oneframe:05530                  enter
[debug] gf_get_oneframe:05533                  g_halcontext.sensor_ops.SetMode:0x00007FF9D8F0C410.
[info ] ChicagoHUSetMode:00432                 enter, Mode 2, Type 0, base_type 0
[info ] ChicagoHUSetMode:00460                 current fdt down mode 0
[info ] ChicagoHUSetMode:00467                 setmode: Image
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x2-0-0x2-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x20 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-1
